nomenclature,deficit_total,deficit_moyen,nb_magasins,total_exploitation,total_stock
5895-01-6548839,-12.0,-2.0,6,16.0,4.0
7010-01-6903486,-12.0,-3.0,4,12.0,0.0
7050-17-1210418,-12.0,-12.0,1,12.0,0.0
5985-14-5369551,-12.0,-6.0,2,12.0,0.0
5998-14-6094720,-12.0,-6.0,2,12.0,0.0
4910-14-4454050,-12.0,-1.5,8,35.0,23.0
5895-99-7962069,-12.0,-12.0,1,12.0,0.0
7025-12-3881049,-12.0,-4.0,3,12.0,0.0
7025-01-5460207,-12.0,-1.71,7,20.0,8.0
6030-14-5469408,-12.0,-12.0,1,12.0,0.0
7025-01-7195565,-12.0,-2.4,5,26.0,14.0
5810-14-5872770,-12.0,-3.0,4,12.0,0.0
6030-14-5906131,-12.0,-1.5,8,12.0,0.0
6130-14-5101741,-12.0,-1.33,9,12.0,0.0
5365-14-4723205,-12.0,-12.0,1,12.0,0.0
6030-15-0026043,-12.0,-6.0,2,12.0,0.0
5810-01-6250469,-12.0,-12.0,1,12.0,0.0
5365-14-4723210,-12.0,-12.0,1,12.0,0.0
5411-14-5172405,-12.0,-1.71,7,12.0,0.0
DIRI-14-0002951,-12.0,-12.0,1,12.0,0.0
7025-01-6845185,-12.0,-1.09,11,12.0,0.0
5975-01-6429655,-12.0,-1.09,11,25.0,13.0
7025-01-6857138,-12.0,-3.0,4,12.0,0.0
7035-01-5654898,-12.0,-2.4,5,16.0,4.0
6625-01-5320379,-12.0,-1.71,7,12.0,0.0
7025-01-7060789,-12.0,-3.0,4,12.0,0.0
7025-01-6429660,-12.0,-1.71,7,45.0,33.0
5930-01-5842580,12.0,6.0,2,1.0,13.0
5975-14-4761888,-12.0,-6.0,2,13.0,1.0
5805-14-4220850,12.0,6.0,2,6.0,18.0
6625-01-5577580,-12.0,-3.0,4,12.0,0.0
6625-01-5784362,-12.0,-1.33,9,12.0,0.0
7025-27-0663842,-12.0,-1.5,8,47.0,35.0
DIRI-14-0000300,12.0,6.0,2,2.0,14.0
6130-14-5129607,12.0,1.33,9,9.0,21.0
6110-14-5861051,12.0,2.0,6,15.0,27.0
7010-14-5943077,-12.0,-6.0,2,12.0,0.0
5999-14-5660279,-12.0,-12.0,1,12.0,0.0
7025-99-1568004,-12.0,-12.0,1,12.0,0.0
7025-01-6689753,-12.0,-6.0,2,12.0,0.0
6021-01-5378852,-12.0,-4.0,3,12.0,0.0
7025-20-0081439,-12.0,-1.09,11,13.0,1.0
6625-17-1141058,-12.0,-1.09,11,16.0,4.0
6021-01-6899347,-12.0,-4.0,3,12.0,0.0
DIRI-14-0006311,-12.0,-2.4,5,12.0,0.0
7025-01-5543248,-12.0,-6.0,2,18.0,6.0
9080-DI-0432021,-12.0,-12.0,1,12.0,0.0
7021-01-5844460,12.0,4.0,3,14.0,26.0
5998-14-4261918,11.0,2.75,4,30.0,41.0
6625-01-5114691,-11.0,-1.1,10,12.0,1.0
7010-14-5862611,11.0,3.67,3,12.0,23.0
7035-25-1476091,11.0,1.57,7,7.0,18.0
5895-14-6014082,-11.0,-11.0,1,11.0,0.0
5998-14-4483647,-11.0,-11.0,1,11.0,0.0
5985-14-0410335,-11.0,-5.5,2,11.0,0.0
5895-14-5850450,-11.0,-2.2,5,12.0,1.0
5895-13-1226210,-11.0,-11.0,1,11.0,0.0
7025-01-5749831,-11.0,-1.83,6,11.0,0.0
DIRI-14-0006197,-11.0,-1.83,6,11.0,0.0
6130-14-6113305,-11.0,-3.67,3,16.0,5.0
5975-01-6778388,-11.0,-11.0,1,11.0,0.0
7050-14-4862385,-11.0,-1.83,6,23.0,12.0
5930-01-7172376,-11.0,-11.0,1,11.0,0.0
5998-14-4747174,11.0,5.5,2,2.0,13.0
6130-01-5183913,-11.0,-2.75,4,11.0,0.0
7025-01-5360686,-11.0,-2.2,5,17.0,6.0
5895-01-6598156,-11.0,-2.75,4,11.0,0.0
7025-14-5965759,-11.0,-5.5,2,11.0,0.0
5985-14-5722087,-11.0,-5.5,2,11.0,0.0
7025-14-6008461,-11.0,-5.5,2,11.0,0.0
7035-14-5494549,-11.0,-3.67,3,11.0,0.0
6115-14-5182169,-11.0,-2.2,5,12.0,1.0
6130-14-4472690,-11.0,-11.0,1,11.0,0.0
5996-14-4799513,-11.0,-3.67,3,11.0,0.0
5998-14-4252193,11.0,1.1,10,73.0,84.0
5365-14-4723206,-11.0,-11.0,1,11.0,0.0
DIRI-14-0004489,-11.0,-1.1,10,13.0,2.0
7022-01-6842615,11.0,5.5,2,2.0,13.0
DIRI-14-0004612,11.0,1.57,7,22.0,33.0
5895-14-5721274,-11.0,-3.67,3,11.0,0.0
7021-99-1473704,-11.0,-2.75,4,11.0,0.0
5985-14-5129563,-11.0,-2.75,4,11.0,0.0
6130-14-5453974,-11.0,-1.38,8,11.0,0.0
5895-14-5609214,11.0,2.2,5,9.0,20.0
6130-14-5151314,-11.0,-2.75,4,11.0,0.0
5895-14-5528514,-11.0,-2.2,5,11.0,0.0
5930-15-0252329,-11.0,-3.67,3,11.0,0.0
5895-14-5470829,11.0,0.92,12,28.0,39.0
5985-14-5174712,-11.0,-1.57,7,16.0,5.0
7035-01-6114518,-11.0,-1.38,8,13.0,2.0
5998-01-6155740,-11.0,-1.57,7,18.0,7.0
DIRI-14-0004054,-11.0,-1.38,8,11.0,0.0
5895-14-5466672,11.0,5.5,2,5.0,16.0
5895-14-5466668,11.0,2.2,5,14.0,25.0
5998-01-6238898,-11.0,-2.75,4,12.0,1.0
5895-14-5454738,-11.0,-1.83,6,18.0,7.0
7025-01-6073777,-11.0,-5.5,2,11.0,0.0
5985-14-4261800,-11.0,-3.67,3,11.0,0.0
5963-01-6596582,-11.0,-5.5,2,11.0,0.0
7025-01-6809586,-11.0,-2.75,4,11.0,0.0
7021-01-6164932,-11.0,-3.67,3,12.0,1.0
7035-14-5739763,-11.0,-3.67,3,11.0,0.0
6130-14-5578780,-11.0,-5.5,2,11.0,0.0
5985-22-6337426,-11.0,-11.0,1,11.0,0.0
DIRI-14-0001868,-11.0,-3.67,3,11.0,0.0
7025-15-2025041,-11.0,-2.75,4,30.0,19.0
7025-12-4012450,-11.0,-2.75,4,12.0,1.0
5998-14-5395118,-11.0,-11.0,1,11.0,0.0
7025-01-7068901,-11.0,-0.5,22,116.0,105.0
5865-14-5529810,-11.0,-11.0,1,11.0,0.0
7025-14-5781529,11.0,3.67,3,4.0,15.0
5805-25-1614161,11.0,3.67,3,4.0,15.0
7025-14-5733901,-11.0,-1.83,6,13.0,2.0
DIRI-14-0001019,-11.0,-11.0,1,11.0,0.0
6625-14-5837601,11.0,1.22,9,12.0,23.0
7021-14-5732751,-11.0,-1.22,9,19.0,8.0
7025-01-7245165,11.0,5.5,2,3.0,14.0
5815-14-5172424,-11.0,-1.38,8,15.0,4.0
5895-39-0013584,-11.0,-11.0,1,12.0,1.0
5820-99-7543461,-11.0,-5.5,2,13.0,2.0
6021-14-5497292,-11.0,-2.75,4,13.0,2.0
6099-41-0035999,-11.0,-5.5,2,11.0,0.0
5998-14-5660331,-11.0,-11.0,1,11.0,0.0
7010-14-5571958,-11.0,-5.5,2,11.0,0.0
7025-14-4761885,-11.0,-1.83,6,12.0,1.0
7025-14-4761886,-11.0,-2.2,5,11.0,0.0
5820-01-6525473,-11.0,-1.38,8,12.0,1.0
7025-14-5591686,-11.0,-11.0,1,11.0,0.0
5820-14-5906384,-11.0,-5.5,2,11.0,0.0
7025-20-0094505,11.0,5.5,2,4.0,15.0
5998-14-5850048,-11.0,-5.5,2,11.0,0.0
7010-14-5695860,-11.0,-3.67,3,13.0,2.0
5998-14-5856992,-11.0,-5.5,2,11.0,0.0
5998-58-0013362,-11.0,-2.75,4,11.0,0.0
5975-14-5882183,-11.0,-1.57,7,11.0,0.0
8145-14-5492860,-11.0,-1.83,6,11.0,0.0
6130-14-5849672,-11.0,-3.67,3,12.0,1.0
5895-01-5574909,-11.0,-2.75,4,14.0,3.0
5975-14-4823982,-11.0,-2.75,4,12.0,1.0
6110-14-5591594,-11.0,-1.83,6,11.0,0.0
6110-14-5591595,-11.0,-1.83,6,11.0,0.0
7025-01-7061392,-11.0,-3.67,3,11.0,0.0
7025-01-7066725,-11.0,-11.0,1,11.0,0.0
7021-14-5926296,-11.0,-2.2,5,11.0,0.0
5998-14-5149587,11.0,0.79,14,24.0,35.0
5895-14-5799854,-10.0,-2.5,4,10.0,0.0
5999-14-5736247,-10.0,-3.33,3,12.0,2.0
7035-14-5741548,-10.0,-2.5,4,11.0,1.0
5998-14-5208246,10.0,1.43,7,6.0,16.0
7035-14-5739768,-10.0,-2.5,4,10.0,0.0
7025-01-4567333,-10.0,-5.0,2,10.0,0.0
7025-01-6944247,-10.0,-5.0,2,12.0,2.0
5998-14-5166772,-10.0,-5.0,2,10.0,0.0
DIRI-14-0004959,-10.0,-10.0,1,10.0,0.0
5805-14-5850282,-10.0,-10.0,1,10.0,0.0
7010-14-5933407,-10.0,-1.43,7,17.0,7.0
7025-01-5944767,10.0,1.43,7,10.0,20.0
7025-01-6662820,-10.0,-5.0,2,10.0,0.0
4440-15-2078450,-10.0,-2.0,5,12.0,2.0
5996-14-4584638,-10.0,-3.33,3,10.0,0.0
5445-14-5402739,-10.0,-1.25,8,10.0,0.0
7025-01-5944903,-10.0,-1.0,10,24.0,14.0
7025-14-5949760,-10.0,-10.0,1,10.0,0.0
5996-99-8618082,-10.0,-10.0,1,10.0,0.0
5820-99-2176599,-10.0,-5.0,2,26.0,16.0
7025-14-5948055,-10.0,-2.0,5,10.0,0.0
7025-14-5947968,-10.0,-10.0,1,10.0,0.0
5999-14-4252263,10.0,1.25,8,19.0,29.0
5895-14-5834265,-10.0,-3.33,3,10.0,0.0
7025-14-5637544,-10.0,-2.0,5,17.0,7.0
7025-01-6550779,-10.0,-2.5,4,18.0,8.0
7010-14-5636076,10.0,0.67,15,20.0,30.0
7025-14-6008759,-10.0,-5.0,2,10.0,0.0
7025-01-7032026,-10.0,-2.5,4,10.0,0.0
6150-99-6135214,-10.0,-10.0,1,10.0,0.0
5895-14-5910812,-10.0,-3.33,3,10.0,0.0
3432-14-5986478,-10.0,-1.67,6,10.0,0.0
7025-14-5994463,-10.0,-1.43,7,10.0,0.0
5895-14-5890285,-10.0,-10.0,1,10.0,0.0
7025-14-5987069,-10.0,-5.0,2,10.0,0.0
6110-14-5792919,-10.0,-1.67,6,13.0,3.0
7435-20-0096339,-10.0,-10.0,1,10.0,0.0
5805-14-5595956,-10.0,-10.0,1,10.0,0.0
5895-14-5729985,-10.0,-3.33,3,10.0,0.0
5998-14-4852174,-10.0,-2.0,5,21.0,11.0
5985-14-5829777,10.0,3.33,3,11.0,21.0
9070-DI-0392022,-10.0,-10.0,1,10.0,0.0
5998-99-8845823,-10.0,-2.5,4,12.0,2.0
5998-14-5834355,10.0,5.0,2,2.0,12.0
6130-14-6102566,-10.0,-5.0,2,10.0,0.0
9070-DI-0362022,-10.0,-10.0,1,10.0,0.0
5805-14-5117391,-10.0,-10.0,1,10.0,0.0
5998-14-4823904,-10.0,-5.0,2,12.0,2.0
7025-01-6216995,-10.0,-5.0,2,12.0,2.0
6130-14-5930949,-10.0,-3.33,3,10.0,0.0
5820-99-4007335,-10.0,-2.5,4,12.0,2.0
6030-01-4553486,-10.0,-3.33,3,11.0,1.0
7035-14-5487937,-10.0,-10.0,1,10.0,0.0
5998-14-5396308,-10.0,-5.0,2,10.0,0.0
5895-14-5164737,-10.0,-1.43,7,10.0,0.0
7010-01-6438835,-10.0,-10.0,1,10.0,0.0
5180-14-6031356,-10.0,-1.25,8,10.0,0.0
5998-14-5479553,-10.0,-3.33,3,17.0,7.0
7025-14-5743673,-10.0,-10.0,1,10.0,0.0
6130-01-6422251,-10.0,-2.0,5,10.0,0.0
7050-14-5696174,-10.0,-10.0,1,10.0,0.0
5998-14-5445761,-10.0,-5.0,2,10.0,0.0
7010-01-6581376,-10.0,-10.0,1,10.0,0.0
9010-DI-0022022,-10.0,-5.0,2,10.0,0.0
DIRI-14-0002007,-10.0,-10.0,1,10.0,0.0
7025-01-7147878,-10.0,-10.0,1,10.0,0.0
7035-66-1628057,-10.0,-10.0,1,10.0,0.0
5805-14-6053121,-10.0,-10.0,1,10.0,0.0
7025-14-5917808,-10.0,-5.0,2,10.0,0.0
8145-14-5912089,-10.0,-10.0,1,10.0,0.0
7025-14-5909340,-10.0,-2.5,4,10.0,0.0
5998-14-4349703,-10.0,-5.0,2,11.0,1.0
8145-14-5890172,-10.0,-3.33,3,10.0,0.0
5895-01-5435863,-10.0,-1.11,9,13.0,3.0
5895-14-4130173,10.0,2.5,4,6.0,16.0
8145-14-5492859,-10.0,-1.43,7,11.0,1.0
DIRI-14-0002585,-10.0,-10.0,1,10.0,0.0
7010-01-6802548,-10.0,-2.5,4,10.0,0.0
5810-14-5668143,-10.0,-0.91,11,18.0,8.0
5998-14-5479557,10.0,2.5,4,6.0,16.0
7025-01-6449881,-10.0,-3.33,3,14.0,4.0
5895-01-6782336,-10.0,-3.33,3,12.0,2.0
6130-01-5653618,-10.0,-2.5,4,10.0,0.0
7025-01-6753685,-10.0,-10.0,1,10.0,0.0
5895-01-6742580,-10.0,-2.5,4,12.0,2.0
7025-01-6470049,-10.0,-3.33,3,10.0,0.0
7025-01-6470048,-10.0,-3.33,3,10.0,0.0
7010-14-5480035,-10.0,-10.0,1,10.0,0.0
7025-01-7234170,-10.0,-10.0,1,10.0,0.0
5895-14-5513017,-10.0,-1.11,9,10.0,0.0
7025-01-6178560,10.0,5.0,2,2.0,12.0
5810-14-6013628,-10.0,-1.67,6,10.0,0.0
5998-14-5522246,-10.0,-3.33,3,12.0,2.0
5998-14-4734449,-10.0,-5.0,2,10.0,0.0
7025-14-5488679,-10.0,-5.0,2,10.0,0.0
7010-14-5767997,-10.0,-2.0,5,10.0,0.0
5810-14-5872751,-10.0,-1.43,7,15.0,5.0
6030-14-5906135,-10.0,-2.0,5,10.0,0.0
5805-14-5729477,-10.0,-10.0,1,10.0,0.0
5895-14-5431845,-10.0,-10.0,1,10.0,0.0
6625-14-3454043,-10.0,-1.11,9,10.0,0.0
7021-14-6079676,-10.0,-3.33,3,10.0,0.0
7010-01-6235394,-10.0,-5.0,2,10.0,0.0
7010-14-5895531,-10.0,-10.0,1,10.0,0.0
5998-13-1156325,-10.0,-5.0,2,10.0,0.0
7010-01-7024135,-10.0,-10.0,1,10.0,0.0
5895-01-6124365,-10.0,-3.33,3,10.0,0.0
5895-99-7054402,-10.0,-10.0,1,10.0,0.0
5975-58-0018721,-10.0,-1.43,7,10.0,0.0
7025-20-0005824,-10.0,-2.0,5,10.0,0.0
7035-01-6597190,-10.0,-5.0,2,10.0,0.0
7025-01-5621812,-10.0,-5.0,2,24.0,14.0
7025-14-6014080,-10.0,-10.0,1,10.0,0.0
6625-14-5928537,-10.0,-5.0,2,10.0,0.0
7035-01-6238872,-10.0,-10.0,1,10.0,0.0
5920-14-5283701,-10.0,-10.0,1,10.0,0.0
7025-17-1305822,-10.0,-5.0,2,10.0,0.0
7035-01-5657396,-10.0,-5.0,2,10.0,0.0
7035-12-3754076,-10.0,-5.0,2,10.0,0.0
5985-14-2667257,-10.0,-5.0,2,10.0,0.0
5963-15-1930046,-10.0,-10.0,1,10.0,0.0
7025-01-5332676,10.0,3.33,3,2.0,12.0
5975-14-5882009,-10.0,-3.33,3,12.0,2.0
5895-14-6094639,10.0,3.33,3,7.0,17.0
7025-37-5279290,-10.0,-10.0,1,10.0,0.0
5975-14-5554718,-10.0,-10.0,1,10.0,0.0
5975-01-6312801,10.0,2.5,4,17.0,27.0
5985-01-6257478,10.0,3.33,3,2.0,12.0
7035-01-7180041,-10.0,-5.0,2,10.0,0.0
5961-14-5838016,-10.0,-2.0,5,23.0,13.0
5930-01-6792738,-10.0,-5.0,2,10.0,0.0
5961-14-5801528,-10.0,-2.5,4,12.0,2.0
6625-14-5735041,-10.0,-10.0,1,10.0,0.0
5975-14-6013903,-10.0,-5.0,2,10.0,0.0
5895-14-6014079,-10.0,-10.0,1,10.0,0.0
5930-12-4054840,-10.0,-10.0,1,10.0,0.0
5895-01-6917383,-9.0,-4.5,2,9.0,0.0
5895-14-5781861,-9.0,-4.5,2,9.0,0.0
5998-14-4742685,-9.0,-3.0,3,9.0,0.0
6625-14-6077770,-9.0,-1.5,6,9.0,0.0
5996-14-5507277,-9.0,-2.25,4,11.0,2.0
6030-01-6567590,-9.0,-9.0,1,9.0,0.0
6130-14-5714723,-9.0,-1.8,5,13.0,4.0
6117-01-6738829,9.0,4.5,2,2.0,11.0
5805-14-4781895,-9.0,-1.12,8,10.0,1.0
6130-14-5942339,-9.0,-9.0,1,9.0,0.0
5895-01-6720549,-9.0,-3.0,3,9.0,0.0
5998-14-4739735,-9.0,-4.5,2,9.0,0.0
7490-01-6235702,-9.0,-9.0,1,9.0,0.0
7035-01-6140614,-9.0,-9.0,1,9.0,0.0
7010-01-6883980,-9.0,-2.25,4,9.0,0.0
5810-14-5838585,-9.0,-4.5,2,9.0,0.0
7435-15-0102549,9.0,4.5,2,16.0,25.0
6625-12-3754465,-9.0,-2.25,4,9.0,0.0
7195-14-5961369,-9.0,-1.12,8,11.0,2.0
5810-14-6088447,-9.0,-1.8,5,9.0,0.0
5998-14-5115518,9.0,1.8,5,9.0,18.0
7025-01-7185813,-9.0,-4.5,2,9.0,0.0
5998-14-5061107,-9.0,-2.25,4,11.0,2.0
6645-14-5932048,-9.0,-4.5,2,9.0,0.0
DIRI-14-0001363,-9.0,-2.25,4,11.0,2.0
5995-01-6617505,9.0,1.29,7,10.0,19.0
7010-01-6910548,-9.0,-4.5,2,9.0,0.0
6130-14-5796949,-9.0,-1.29,7,9.0,0.0
5998-14-4808778,-9.0,-2.25,4,19.0,10.0
5810-14-5980902,-9.0,-9.0,1,9.0,0.0
7025-01-7176943,-9.0,-2.25,4,9.0,0.0
6625-25-1522751,-9.0,-9.0,1,9.0,0.0
5998-14-4515467,9.0,1.5,6,20.0,29.0
DIRI-14-0004643,9.0,1.8,5,10.0,19.0
5998-14-4162633,-9.0,-9.0,1,9.0,0.0
5930-01-6607085,-9.0,-4.5,2,9.0,0.0
7025-01-6433790,9.0,4.5,2,2.0,11.0
7010-01-6299077,-9.0,-1.0,9,13.0,4.0
7010-14-5852668,-9.0,-3.0,3,9.0,0.0
5998-01-5702150,-9.0,-9.0,1,9.0,0.0
5998-01-6776550,-9.0,-9.0,1,9.0,0.0
5895-14-5595817,-9.0,-2.25,4,16.0,7.0
6910-01-6235143,-9.0,-9.0,1,9.0,0.0
5998-01-5912138,-9.0,-9.0,1,9.0,0.0
7025-01-6013212,-9.0,-0.56,16,78.0,69.0
5975-01-6152815,-9.0,-2.25,4,12.0,3.0
5895-14-5492911,-9.0,-4.5,2,9.0,0.0
5895-14-5492901,-9.0,-1.8,5,13.0,4.0
7010-14-5870865,-9.0,-9.0,1,9.0,0.0
6130-14-4450034,-9.0,-1.8,5,12.0,3.0
5895-14-6086400,-9.0,-4.5,2,9.0,0.0
6130-01-6583657,-9.0,-3.0,3,10.0,1.0
7035-14-5884244,-9.0,-2.25,4,9.0,0.0
5998-01-5360749,9.0,4.5,2,1.0,10.0
6130-01-6257449,9.0,4.5,2,1.0,10.0
5996-25-1509313,-9.0,-1.8,5,10.0,1.0
7035-01-5721045,-9.0,-3.0,3,9.0,0.0
4310-14-4737672,-9.0,-1.12,8,9.0,0.0
7025-14-5959740,-9.0,-4.5,2,9.0,0.0
5895-14-4172146,-9.0,-1.0,9,23.0,14.0
6130-01-5951906,9.0,4.5,2,4.0,13.0
7025-14-5906309,-9.0,-4.5,2,9.0,0.0
5985-14-2834392,-9.0,-1.29,7,9.0,0.0
DIRI-14-0002008,-9.0,-1.5,6,9.0,0.0
5998-14-4252271,9.0,3.0,3,5.0,14.0
7035-14-6096554,9.0,4.5,2,1.0,10.0
5998-01-5079042,9.0,4.5,2,1.0,10.0
5998-14-4252196,9.0,2.25,4,11.0,20.0
5895-14-5714019,-9.0,-4.5,2,9.0,0.0
5985-14-3277061,-9.0,-9.0,1,9.0,0.0
7025-01-6775885,-9.0,-4.5,2,9.0,0.0
6625-12-4067424,-9.0,-9.0,1,9.0,0.0
7025-01-4560446,-9.0,-4.5,2,9.0,0.0
8145-14-5886584,9.0,4.5,2,3.0,12.0
7025-01-5299163,-9.0,-2.25,4,9.0,0.0
7035-14-5600920,-9.0,-9.0,1,9.0,0.0
7025-15-1817026,-9.0,-3.0,3,9.0,0.0
5950-14-5813789,-9.0,-3.0,3,9.0,0.0
6130-15-1946389,9.0,4.5,2,1.0,10.0
5998-14-5874076,-9.0,-4.5,2,9.0,0.0
7010-14-5511393,-9.0,-9.0,1,9.0,0.0
7025-01-6157756,9.0,1.12,8,7.0,16.0
7025-01-5858308,-9.0,-2.25,4,9.0,0.0
6625-14-5200408,-9.0,-1.12,8,9.0,0.0
7025-01-5854569,-9.0,-4.5,2,9.0,0.0
6140-14-5937794,9.0,4.5,2,3.0,12.0
5998-14-5453916,-9.0,-9.0,1,9.0,0.0
3920-14-4515535,-9.0,-1.29,7,9.0,0.0
7025-01-5827037,-9.0,-0.82,11,26.0,17.0
7025-14-5492897,-9.0,-9.0,1,9.0,0.0
7025-15-1830250,-9.0,-0.9,10,17.0,8.0
7010-14-5656033,-9.0,-1.8,5,9.0,0.0
5820-14-4672858,-9.0,-9.0,1,9.0,0.0
5998-14-5594756,9.0,4.5,2,3.0,12.0
7025-01-5290112,-9.0,-4.5,2,9.0,0.0
7035-01-6597187,-9.0,-1.8,5,9.0,0.0
5985-14-5551468,-9.0,-4.5,2,9.0,0.0
7025-01-5751525,-9.0,-2.25,4,34.0,25.0
5998-14-5513022,-9.0,-1.12,8,9.0,0.0
7025-14-5453792,-9.0,-3.0,3,9.0,0.0
5998-14-5525328,-9.0,-9.0,1,9.0,0.0
6625-99-3975825,-9.0,-1.29,7,10.0,1.0
7025-01-6610826,-9.0,-2.25,4,9.0,0.0
5998-14-5513027,-9.0,-1.12,8,9.0,0.0
5998-14-5513029,-9.0,-1.12,8,9.0,0.0
6130-99-1738393,9.0,4.5,2,1.0,10.0
7035-01-6453201,-9.0,-1.8,5,10.0,1.0
7025-14-6008121,-9.0,-9.0,1,9.0,0.0
5820-22-3080240,-9.0,-1.5,6,10.0,1.0
7025-14-6024793,-9.0,-9.0,1,9.0,0.0
7025-14-5584464,-9.0,-4.5,2,9.0,0.0
5985-14-5223382,-9.0,-4.5,2,9.0,0.0
7025-14-4504323,-9.0,-0.69,13,56.0,47.0
7025-14-5635986,-9.0,-1.8,5,15.0,6.0
4120-14-5407650,-9.0,-1.5,6,9.0,0.0
5820-14-6071994,-9.0,-3.0,3,15.0,6.0
6625-01-6469069,9.0,0.9,10,14.0,23.0
5998-14-5737976,-9.0,-1.8,5,16.0,7.0
5820-14-6029005,-9.0,-9.0,1,9.0,0.0
5998-14-5395165,-9.0,-4.5,2,9.0,0.0
5975-14-5736592,-9.0,-3.0,3,9.0,0.0
5895-01-4555921,9.0,1.5,6,7.0,16.0
7035-14-5536385,9.0,3.0,3,8.0,17.0
5998-14-5513030,-9.0,-1.12,8,9.0,0.0
6625-12-3467271,9.0,3.0,3,2.0,11.0
6625-14-5875573,-9.0,-1.8,5,9.0,0.0
7025-14-5926189,-8.0,-8.0,1,8.0,0.0
7035-15-0222722,-8.0,-4.0,2,8.0,0.0
7025-14-5931735,-8.0,-4.0,2,9.0,1.0
5998-01-6745330,-8.0,-4.0,2,8.0,0.0
7010-14-5874078,-8.0,-2.67,3,8.0,0.0
7025-14-5936588,-8.0,-8.0,1,8.0,0.0
5985-14-3098134,-8.0,-4.0,2,8.0,0.0
5998-01-6250503,-8.0,-8.0,1,8.0,0.0
5998-01-6790483,-8.0,-8.0,1,8.0,0.0
5998-14-4252209,8.0,2.0,4,12.0,20.0
6625-01-6769422,-8.0,-2.0,4,8.0,0.0
5930-01-6753681,-8.0,-4.0,2,8.0,0.0
DIRI-14-0003018,-8.0,-4.0,2,8.0,0.0
7035-15-0223024,-8.0,-4.0,2,8.0,0.0
7021-14-4485660,-8.0,-8.0,1,8.0,0.0
7025-01-6073992,8.0,4.0,2,2.0,10.0
5985-01-0268770,-8.0,-8.0,1,8.0,0.0
5985-01-0784828,-8.0,-2.67,3,9.0,1.0
5895-14-5459248,8.0,4.0,2,1.0,9.0
5895-14-4626374,-8.0,-1.0,8,55.0,47.0
5998-01-6193757,-8.0,-8.0,1,8.0,0.0
9060-DI-0032022,-8.0,-8.0,1,8.0,0.0
5820-99-8611083,-8.0,-8.0,1,8.0,0.0
7025-14-5931129,-8.0,-8.0,1,8.0,0.0
7021-14-5658034,-8.0,-1.14,7,16.0,8.0
9070-DI-0172022,-8.0,-8.0,1,8.0,0.0
DIRI-14-0001869,8.0,1.33,6,20.0,28.0
5998-01-6646838,-8.0,-2.67,3,8.0,0.0
5895-14-5272160,-8.0,-2.67,3,8.0,0.0
6625-15-0143830,-8.0,-4.0,2,8.0,0.0
7025-01-6839129,-8.0,-8.0,1,8.0,0.0
5895-58-0018045,-8.0,-4.0,2,8.0,0.0
5998-14-4120955,-8.0,-8.0,1,8.0,0.0
5985-14-4261799,-8.0,-4.0,2,8.0,0.0
7025-01-6855200,-8.0,-2.67,3,8.0,0.0
7025-01-6201590,-8.0,-1.6,5,10.0,2.0
7025-14-59252342,-8.0,-8.0,1,8.0,0.0
5985-14-4186468,-8.0,-8.0,1,8.0,0.0
6130-12-4250640,-8.0,-4.0,2,8.0,0.0
7010-14-5853746,-8.0,-4.0,2,8.0,0.0
5820-22-6161404,-8.0,-2.0,4,17.0,9.0
5998-14-5830560,8.0,2.0,4,7.0,15.0
7010-01-6508379,-8.0,-4.0,2,8.0,0.0
6625-01-6670497,8.0,0.8,10,13.0,21.0
6130-01-6477516,-8.0,-2.67,3,8.0,0.0
6625-01-6670460,8.0,0.89,9,13.0,21.0
7035-14-5992469,-8.0,-2.67,3,12.0,4.0
5895-14-5147138,-8.0,-1.0,8,21.0,13.0
7025-14-5888081,8.0,4.0,2,2.0,10.0
7025-14-5906225,-8.0,-2.67,3,8.0,0.0
5998-14-5513028,-8.0,-2.0,4,8.0,0.0
5820-01-5587808,8.0,2.67,3,6.0,14.0
6625-01-6163728,8.0,0.8,10,13.0,21.0
5998-14-5396316,-8.0,-2.67,3,8.0,0.0
7025-14-5870621,-8.0,-4.0,2,8.0,0.0
5998-14-5061106,-8.0,-2.0,4,12.0,4.0
5998-14-5402629,8.0,4.0,2,1.0,9.0
7025-01-5733566,-8.0,-8.0,1,8.0,0.0
5915-14-5529748,-8.0,-4.0,2,9.0,1.0
6060-22-6199436,-8.0,-0.89,9,10.0,2.0
5805-14-5989594,-8.0,-4.0,2,8.0,0.0
5998-14-5417511,-8.0,-2.67,3,8.0,0.0
6625-01-6249757,-8.0,-8.0,1,8.0,0.0
7025-01-7062157,-8.0,-4.0,2,8.0,0.0
5998-14-4779665,-8.0,-4.0,2,8.0,0.0
5920-14-4768783,-8.0,-2.0,4,10.0,2.0
5998-14-5149566,-8.0,-4.0,2,8.0,0.0
6030-14-5906128,-8.0,-1.6,5,8.0,0.0
6030-14-5825719,-8.0,-2.0,4,13.0,5.0
5895-99-6715672,-8.0,-8.0,1,8.0,0.0
7010-14-5711078,8.0,4.0,2,1.0,9.0
7010-14-5034233,-8.0,-0.89,9,10.0,2.0
5895-01-5240156,-8.0,-8.0,1,8.0,0.0
5998-14-5240153,-8.0,-1.33,6,42.0,34.0
5975-14-5648944,-8.0,-1.6,5,8.0,0.0
6030-12-4013271,-8.0,-8.0,1,8.0,0.0
7025-01-6255880,-8.0,-4.0,2,8.0,0.0
8145-14-5906389,-8.0,-4.0,2,8.0,0.0
